发信人,时间,内容
小滴管理员-小月月,2018/7/1 4:35,@笑看人生 看到乘客现在还没有支付车费的，如是乘客投诉了，您可以进行申诉的
"S,",2018/7/1 4:35,@戴家锭?惊西距，同啊满倾唔掂就带距去稳个学生妹执翻济，啊满乜都应承你
奎哥,2018/7/1 4:36,@飍（二）?别那么说，都是同行，生活所迫，
何付奎17710583288,2018/7/1 4:36,@飍（二）?别那么说，都是同行，生活所迫，
一生一世,2018/7/1 4:36,地图多红
陈正龙,2018/7/1 4:36,@请付款！?
京Q1P2N8,2018/7/1 4:36,地图多红
戴家锭,2018/7/1 4:36,"@S,?啊满好这口"
男人的执着,2018/7/1 4:36,我有仔呀，问距仲五仲意
??馮 鈺朙??,2018/7/1 4:36,这个，城市英雄有什么用，这个这个表有什么用，
男人的执着,2018/7/1 4:36,距女值钱
含笑半步钉,2018/7/1 4:37,@男人的执着?死了d负债不用还。
"S,",2018/7/1 4:37,@戴家锭?男人都好呢口噶啦。
奎哥,2018/7/1 4:37,@深海?在这紧，我准备交车了
蒋洪,2018/7/1 4:37,需要油画这些便宜点另外这个是个荣誉嘛，有的乘客会看一看，
笑看人生,2018/7/1 4:37,我知道他没有支付啊我是跟你说一下情况吗，是不是等到明天又忘记了是哪一个订单，就是这种情况，说一下嘛啊这是，操作了啊又不止不认识路啊我有又按导航走是吧，他又怪我，
何付奎17710583288,2018/7/1 4:37,@深海?在这紧，我准备交车了
北漂一族,2018/7/1 4:37,没有都是别的群里发的
深海,2018/7/1 4:37,@何付奎17710583288?你是咋知道的，运管队长是你小舅子吗
深海,2018/7/1 4:37,@何付奎17710583288?你是咋知道的，运管队长是你小舅子吗
"S,",2018/7/1 4:37,@含笑半步钉?7头仔，你管的住你细佬么。
飍（二）,2018/7/1 4:37,不那么说怎么说，明知山有虎你非得去，这不自找吗？北京这么大非得去那地方有单啊
飍（二）,2018/7/1 4:37,不那么说怎么说，明知山有虎你非得去，这不自找吗？北京这么大非得去那地方有单啊
奎哥,2018/7/1 4:37,回老家休息一段时间
何付奎17710583288,2018/7/1 4:37,回老家休息一段时间
蒋洪,2018/7/1 4:38,在这个特别是重点过后包皮了的话就出大事故啊，
少帅,2018/7/1 4:38,都是别人群里发的反正好多群都在发，不知道是他吗真的假的啊这家伙滴滴也不说话，那个默默也不说到底咋回事，
蒋洪,2018/7/1 4:38,嗯都收到了这样的，千万别憋了啊尽量不要别了啊很简单，准备准备几个空或者水瓶子，有的庄心水，然后了一个发了一个前面上面那个剪一剪就剪成个途中听单的时候就尽量的方便的时候就射外面解决，不方便就在后桌上拿那个拿那个瓶子里了，到哪去算一算，
含笑半步钉,2018/7/1 4:38,@男人的执着?就其中一张卡就已经难搞了
"S,",2018/7/1 4:38,@含笑半步钉?晒埋其他呢账单出来。
开心,2018/7/1 4:38,哎呀看看他把北京的热力图吧全是红的发紫，没人干活，
奎哥,2018/7/1 4:38,@深海?转发的
何付奎17710583288,2018/7/1 4:38,@深海?转发的
飍（二）,2018/7/1 4:38,我同情兄弟们，但是大家都不停的发查车的位置为啥不听，那不活该是啥
深海,2018/7/1 4:38,交什么车啊罚款有滴滴报消你怕什么
深海,2018/7/1 4:38,交什么车啊罚款有滴滴报消你怕什么
??馮 鈺朙??,2018/7/1 4:38,我们偏偏要去开请假条啊，不行我感觉这憋着好像有点难受，
戴家锭,2018/7/1 4:38,@含笑半步钉?我叼……欠七万八仲跑滴滴来还
bing.lv,2018/7/1 4:38,我们的账号好像根本接不到打卡以外区域的定单吧[擦汗]
??馮 鈺朙??,2018/7/1 4:38,我明天就去查个泌尿科去吧，这就是俗话说闲的蛋疼呗，
笑看人生,2018/7/1 4:39,如果跑滴滴，哪里的路线都熟透还要这个导航干什么，妈是不是还说的那么难听，我考虑，跑滴滴的怎么会不认识路，
执念,2018/7/1 4:39,比利时闭着眼睛就能赢
飍（二）,2018/7/1 4:39,报销也不能让他查住啊[偷笑]
飍（二）,2018/7/1 4:39,报销也不能让他查住啊[偷笑]
戴家锭,2018/7/1 4:39,你应该去捞黑，个样够恶
含笑半步钉,2018/7/1 4:39,@戴家锭?唔跑就等死。跑一天就唔使死一天。
何付奎17710583288,2018/7/1 4:40,@飍（二）?今天哪里都不安全各位师傅们能休息的就休息一下吧
含笑半步钉,2018/7/1 4:40,欠100万信用卡。
蒋洪,2018/7/1 4:40,你确实能够不要说多少有那个五百五百个滴滴司机五百台车他妈的，包围他的那个什么，叫交通部啊什么的他都吓死了的，
戴家锭,2018/7/1 4:40,去澳门博下……
深海,2018/7/1 4:40,我想休休不了啊
深海,2018/7/1 4:40,我想休休不了啊
飍（二）,2018/7/1 4:41,我今天压根就没出，我可不较劲，今天休息
小滴管理员-小月月,2018/7/1 4:41,@bing.lv 您指的是什么订单？
男人的执着,2018/7/1 4:41,澳门专稳穷鬼钱
陈正龙,2018/7/1 4:41,去杨浦了
执念,2018/7/1 4:41,@花:leaves:落情定?
飍（二）,2018/7/1 4:41,我今天压根就没出，我可不较劲，今天休息
男人的执着,2018/7/1 4:41,死定
开心,2018/7/1 4:42,你说这不，不可能，你要有这么多时间去到那边去闹去，人家说你最终脑是直接给你车了，嘿嘿，共产党是他三十干不出来啊，
开心,2018/7/1 4:42,这个热力图就说明现在没人干活，
蒋洪,2018/7/1 4:42,律所其实说起了不容易都多少次多少次那多多大的成本啊，
雨晨,2018/7/1 4:42,今天修息的人不少啊！
4.2大箱车,2018/7/1 4:42,卖苹果X
何付奎17710583288,2018/7/1 4:42,@飍（二）?对是该都注意点报销给滴滴麻烦和损失咱们也损失
雨晨17710173827,2018/7/1 4:42,今天修息的人不少啊！
奎哥,2018/7/1 4:43,我们老家回去很多
何付奎17710583288,2018/7/1 4:43,我们老家回去很多
bing.lv,2018/7/1 4:43,没事，我感觉我们接实时单总在打卡区域内转悠，长单跟我们无缘…哎把这个调度的问题帮我们解决一下就感激不尽了
奎哥,2018/7/1 4:43,都回老家看老妈妈去了
何付奎17710583288,2018/7/1 4:43,都回老家看老妈妈去了
Because of you°,2018/7/1 4:43,@4.2大箱车?你要卖？
??馮 鈺朙??,2018/7/1 4:43,今天我决定了我在接到拼车单的话我就走慢一点不紧不慢的走我就不走了，
蒋洪,2018/7/1 4:43,想大家呢相当的，那怎么可能嘛，金币被出租车什么的，为什么滴滴啊优步其实有其实他就是优酷的一个翻版吗他这个为什么这么成功他她就是标准的只共享经济吗，你用你那个什么，包括手机约车什么事了哪里是工程经济啊那是中标出来总资产传统行业了，
开心,2018/7/1 4:43,哎呀政府有的是办法对不对，现在你想那个曹操出行手续各方面都有，他现在都不不合格吧他马上增加再增加五十万的啊在这这种呢京ｂ牌的车，我看你怎么搞没办法搞国家想搞这些东西，政府的还搞这些东西很容易的事儿吗？
??馮 鈺朙??,2018/7/1 4:43,现在一接单都是拼车答案拼车订单比较多，因为车少，平台就让那些乘客下拼车单，今天我今天接了拼车单接一路接三个拼车答案走这一路上都是不远一个订单不远一个订单，
别跟我装谢谢！！,2018/7/1 4:43,"@所有人 你还在超市傻傻的买烟吗？ 来我这吧，其实香烟没那么贵，只是你还没掌握好渠道。在大陆抽的一半是烟，一半是税！价格也都是炒上去的。软中华180/条硬中华160/条芙蓉王---120/条玉溪-----120/条,                      一百多种香烟，保证你想要的都有，欢迎朋友圈看货(保证香烟跟超市是一样的，口感纯正!）免税商品。一条也全国包邮！需要的亲们点敏婷烟草名片添加吧！[强][强][强]认准(敏婷烟草)  诚信经营"
开心,2018/7/1 4:43,怎么不可能呢你看现在这个头孢出行不就是这个京ｂ的，准备好插排吗，这些出租车公司想搞这些东西很容易吗，因为出租车公司是国家的啊国企啊你能给她能对得起吗，对不对国际箱包这些东西马上就有沙发随便上啊，经历会让人随便上，对不对，
小飞,2018/7/1 4:43,@小滴管理员-沫沫?这还没打卡呢就来单了，出车前也不显示打卡，我一看没打卡，赶紧点收车，还是来单了
何付奎17710583288,2018/7/1 4:44,@飍（二）?那就对了，高人[强]
Kevin Guo,2018/7/1 4:44,中间那午餐三十，泡汤了又得晚上十二点钟回家吃饭，
小滴管理员-沫沫,2018/7/1 4:44,@小飞 您先完成订单在去打卡
开心,2018/7/1 4:45,哎呀你牛啊你还干着呢我们都谢了，
开心,2018/7/1 4:45,不怕查啊，
小滴管理员-小月月,2018/7/1 4:45,@Kevin Guo 不要太辛苦了，现在收车去吃点东西吧
开心,2018/7/1 4:45,查到有个靠你养院的车被扣两个月，我看你作文呢，
何付奎17710583288,2018/7/1 4:46,滴滴该组织一下罢工，免租减息
奎哥,2018/7/1 4:46,滴滴该组织一下罢工，免租减息
尚卫斌,2018/7/1 4:46,嗯，看看那个地图都害怕开动车开动长时间滴滴了么哪个周六看的那个这么红，哪个周日呢那种和地图，周一到周五周末都没这么红的图都在下雨也就这也就这样了，
尚卫斌,2018/7/1 4:46,唉咱里边有有鸟儿硬的要硬干干干，
花:leaves:落情定,2018/7/1 4:46,输怕了
花开花谢,2018/7/1 4:46,你还不是啊得长跑，
奎哥,2018/7/1 4:47,让所有滴滴司机和需要滴滴的人都站起来，让政府看看北京有多少人需要我们的付出
何付奎17710583288,2018/7/1 4:48,让所有滴滴司机和需要滴滴的人都站起来，让政府看看北京有多少人需要我们的付出
宝信伟业装饰,2018/7/1 4:48,它肯定得红，知道今天有多少时间没干嘛。
宝信伟业装饰,2018/7/1 4:48,它肯定得红，知道今天有多少时间没干嘛。
蒋洪,2018/7/1 4:49,哎呀以为你们不太了解国企他的永远不可能搞得好的，就是一个无底洞，能搞得好的话中国早就世界第一了，
含笑半步钉,2018/7/1 4:50,问谁的，我那个故事里该有那个周岩周遭混沌，大家看看都有老公的就走了，
流浪的心。,2018/7/1 4:50,现在群里边还有人干吗有人有没有人干啊，现在有人干了说一声啊我看看有几个有多少人干的啊，
含笑半步钉,2018/7/1 4:50,满足在滴滴家可以完整，慢慢背吧亲们的一生，那爆满了吧这边哪些人去的够好了，
含笑半步钉,2018/7/1 4:50,下午好，恩谁在了啊，
蒋洪,2018/7/1 4:50,我洗了搞好啊，社会主义他妈的早就干掉资本主义了数列了吧早就干掉美国了，哪里等得到他回来了位老大爷，
齐天大圣,2018/7/1 4:50,@小飞?
齐天大圣,2018/7/1 4:50,嗯，你把她手机调成这个飞行模式然后把滴滴后台关了再重启，他就没这个订单了，
齐天大圣,2018/7/1 4:51,然后再点击去打卡打卡成功以后从那个行程里找那个待出发的订单在打开这个订单就行，
男人的执着,2018/7/1 4:51,哦一个是我看到ｃｏｓ啊，
戴家锭,2018/7/1 4:51,一个月还:seven:?万:eight:?……绝对土豪了
齐天大圣,2018/7/1 4:51,我也是接的订单还没打卡呢就是这么弄的，完事儿好使，
男人的执着,2018/7/1 4:51,这种看的给各位爷，
小飞,2018/7/1 4:51,我上午那会儿都没跑没没我要是真是那么去考了有时候在指定市场就不够了，
蒋洪,2018/7/1 4:52,你的这个社会的本质它就是牺牲的老百姓呗然后保证它的一小部分人的利益被人家过的挺好的学校呢北京呢去看看卖什么十一学校什么之类的那怎么办呢是啊老子十指啊什么都是最好的，
蒋洪,2018/7/1 4:52,老百姓他们也就是一些蚂蚁的屁屁的挣钱然后把这个钱的一大半还得教给她让她们去享受啊坏死了，
含笑半步钉,2018/7/1 4:52,@男人的执着?
含笑半步钉,2018/7/1 4:52,巴塞罗那全部包晒了吗那就是很高了，
含笑半步钉,2018/7/1 4:53,@戴家锭?
含笑半步钉,2018/7/1 4:53,ｍｙｔｍ很拽吗呢大老板，那个最重要讲价，
含笑半步钉,2018/7/1 4:53,那把ｐｍ吗，系统开服，
含笑半步钉,2018/7/1 4:53,@戴家锭?
李*^O^*^O^*,2018/7/1 4:53,怎么老是想着查查，那你不会想着别差这吗，老子想着他查着，
尚卫斌,2018/7/1 4:53,嗯现在以前打仗解放融为了老百姓好好的活，现在天天涨停的涨现在有多少老百姓活不下去，看病看不起，吃饭吃不起，中国粮食卖福建还怎么不够他妈一年的劳动钱住房房买不起啊，比如说这老百姓咋过呀，
含笑半步钉,2018/7/1 4:53,封号啊，每天怎么上啊还么到一八呢，也可以点类似ｓｈｏｔｔｉｍｏｎ，
含笑半步钉,2018/7/1 4:53,@戴家锭?
李*^O^*^O^*,2018/7/1 4:53,在群里看的多的是啊，
ァ頦餶こ銘訫の,2018/7/1 4:53,就抽烟吗？
李*^O^*^O^*,2018/7/1 4:53,咋不去机场和火车站没事儿，
含笑半步钉,2018/7/1 4:54,人家玩呢，明白吗，家的英文我一个也没有了，
流浪的心。,2018/7/1 4:54,我不是想的查的你先现在所有的店都他都在查呀麻烦查到你的跑不了有一些地方你知道吗，哎呀这不是想的差太多了，撞到枪头上，他第二次把驾照吊销了你知道吗，你看那个了吗第二次就把那个驾照给吊消了啊，
哎呦,2018/7/1 4:54,抢了个预约单怎么能取消
小飞,2018/7/1 4:54,啊直接那么多啊那么那么还行，我刚才接着客户商量呢我说他到了我说你要不直接取消一下，她说哎呀，那个让我们把她送到一个近的地方一公里多点，把她送过来了，
含笑半步钉,2018/7/1 4:54,呃呃，跟着，哎呀我们又隔了一层啊，
流浪的心。,2018/7/1 4:54,现在高峰期不是吧抢不上传了吗，还装不死啊，
邹羽辉,2018/7/1 4:55,开始了
齐天大圣,2018/7/1 4:55,我要不要就我教你的那个方法特别好使，我有时候就这么弄，
ァ頦餶こ銘訫の,2018/7/1 4:56,来这里请你吃早餐
小飞,2018/7/1 4:56,诶，行谢谢啊，这会把他送到了就这么一点啊刚才没看，
小飞,2018/7/1 4:56,下回我也这么弄试试，
李*^O^*^O^*,2018/7/1 4:56,那你要是这么害怕的话我给你说那你就是纯这几天就别跑了是不是，
李*^O^*^O^*,2018/7/1 4:56,查到的毕竟是有限的你只要避开那个高峰，高危的地方，没事儿，
开心,2018/7/1 4:56,@小滴管理员-沫沫?
小滴管理员-沫沫,2018/7/1 4:56,@开心  在
开心,2018/7/1 4:56,哎呦我们现在不敢干怎么弄啊在这这段时间怎么弄啊，
蒋洪,2018/7/1 4:56,我贴的怎么可能还那么天真啊她们怎么可能会为老百姓去打仗呢，那不就是大黄的嘛一条街到天热的草场吗不都那么回事儿吗？
小滴管理员-沫沫,2018/7/1 4:57,正常干就可以的了，如果出现了情况及时联系。
阿利,2018/7/1 4:59,我干一天了
阿利,2018/7/1 4:59,我干一天了
开心,2018/7/1 4:59,正常干就可以了，查了查到了以后客户家这俩月啊还扣俩月啊，这种能啊，ｊｊｊｊ，这种损失谁来负担啊，
陈陈,2018/7/1 4:59,@阿利?真的假的
