群名,发信人,时间,内容
名图车友群,徐志刚,2018/7/5 10:15,满意，一上午都没出过迈皋桥在迈皋桥新港开发区然后那么多人买炮竹的要死迈皋桥，刚才有出去出去一趟回来，太堵了，
索羿GPS五群,心的迁徙,2018/7/5 10:01,回去了
索羿GPS九群,你懂的,2018/7/5 4:09,那里真是，真的是要什么，擦肩而过要理由啊，
A0汽车租赁Y牌租赁群,跪下  叫爷,2018/7/1 1:45,:one:?   职业 打印正副   P图 头像打印:two:?速度快，服务好，售后有保障！行驶证，驾驶证邮寄。[悠闲]长期出NZT  各种模拟跑 [發]人车秒 [發]人车秒 
【25507012】精鹰优享担保共创群,恒实虫控,2018/7/5 2:15,小白小白你看看这怎么情况啊，机场热点区都出来了啊怎么还吊着我玩了啊，
索羿GPS七群,胡传兵,2018/7/5 2:36,那就回家数据就不要数据了，
索羿GPS七群,阿凡达,2018/7/5 2:47,在哪里啊今天单怎么样，连击见到了吧都跑吧跑吧零今年你可以回家喝酒了啊，
索羿GPS一群,冰柠檬咖啡,2018/7/5 11:31,…………
【25416011】精鹰担保共创群,军哥17502503264,2018/7/4 4:45,比较，
美团打车【北京站】司机交流群,千里之外,2018/7/9 1:16,接下来呢车管所，
滴滴群,赵守俭苏A98ZP3,2018/7/5 1:30,那只会来不来，
索羿GPS十一群,:boom: :snake::tiger::dragon_face::chicken::dizzy:,2018/7/4 6:18,滴滴的，
索羿GPS一群,隆斯托洛夫斯基,2018/7/5 11:32,@华丽一族苏A3K6A0?@3w3t2?一起出来
索羿GPS五群,心的迁徙,2018/7/5 10:30,浦口的兄弟们在哪里
美团打车【北京站】司机交流群,AAA.一只穿云箭,2018/7/9 1:20,@A小坏蛋宁宁?人心肉做，互相的，
名图车友群,丛生,2018/7/5 10:52,右下角不是枣庄吗
【25416011】精鹰担保共创群,渣渣廣,2018/7/4 4:57,啊在那个点我的吧就是为了拿一张想你知道，没有什么东西，天天这样跑为什么这样还在跑对不对接不了单的一直派为什么还要跑八个小时不吃，因为我要拿一张的奖励呢没办法，那你流水必须要跑上来，
索羿GPS六群,#NAME?,2018/7/5 11:38,降低这边还不错嘛，单子不断，也不堵车，还蛮好的，
【25507012】精鹰优享担保共创群,谢中万,2018/7/5 2:46,然后没有刷到自己了取消的话又要扣三块钱，懂吗？
索羿GPS一群,隐姓埋名,2018/7/5 11:36,@苏AG060X?加了
索羿GPS六群,孤狼,2018/7/5 11:42,行吧我打电话他那个滴滴撞死部分还有说我被我说为什么不把她老师的不怕他给他说你遇到顾客取消订单我要什么好一点顾客取消订单我要什么车了，顾客取消订单，安利八点四十六点四十分才觉得，我擦，
滴滴群,赵守俭苏A98ZP3,2018/7/5 3:26,对我在呢，什么表的能不能，
南京滴滴、美团（野战军）！,顾老,2018/7/4 4:44,一单违章了吗，无论是那个阶段的，没有吧，
交通台网约车展咨询群2,老衲要还俗,2018/7/5 4:27,ｓｂ了啊在儿童医院这么多人啊，到哪咱们的感觉都是人烟稀少，
名图车友群,骚气的大叔,2018/7/5 2:26,费了九牛二虎之力才加的
索羿GPS一群,隐姓埋名,2018/7/5 12:01,@苏A53MR5?不包保险是什么意思？
南京优为租赁车主之家,红杉,2018/7/4 6:10,我现在看下几个问题，我腿直的，也觉得的好吧，
【25416011】精鹰担保共创群,潘祥,2018/7/4 5:51,你买了我一个起步价那我们司机的时间了啊对吧不当时间，
索羿GPS五群,心的迁徙,2018/7/5 11:40,怎么得了
【25507012】精鹰优享担保共创群,大海,2018/7/5 2:59,我知道他们还没进机场呢就开始给我调度，
索羿GPS十一群,:boom: :snake::tiger::dragon_face::chicken::dizzy:,2018/7/4 6:58,你看一下，在听你话啊你要在马群一号口你绝对不会接到吗就偶尔鼓励导致你看到我落魄之后，你到底之前到吧九号的到就行，而且小的都是ｏｋ的，很叼啊说他就把头露出来了他说要用车子了，他不是根据历史投诉那边的派到了，发不了了，混乱了，
索羿GPS五群,无由,2018/7/5 1:36,啪啪啪，三下，结束了[奸笑]
索羿GPS十一群,雪留不走,2018/7/4 2:36,明白我之前上午在她妈去宣武了一遍哦那吗比是的四公里这样我到饭点了啊我的比较早回来嘛不然不知道发了没啊，
索羿GPS一群,幸福里のV (谢*波),2018/7/4 3:30,十二月了下雨了快出来咯爆炸了咯，十六分钟顾客都愿意等，赶紧出来跑滴滴啊，
北京滴滴群,壳子,2018/7/9 3:25,根本不敢去
索羿GPS六群,有你就好,2018/7/4 2:48,没啥好谈的
索羿GPS十群,人各有道.不忘真心,2018/7/5 10:57,携程网招募司机了，现在可以注册了
南京优为租赁车主之家,杨洪东文化传媒有限公司,2018/7/4 2:47,有在这附近的吗
南京顺鑫车队私营网约车友会,拼.拼.拼.,2018/7/4 3:35,在哪边想这么大个车啊，赶快休息休息一下然后晚上再出来现在不睡的话，
北京滴滴快车群,小凯,2018/7/9 7:46,这两天活怎么样
南京优为租赁车主之家,杨洪东文化传媒有限公司,2018/7/4 2:58,现在还的在呢，
雷凌车友群,火山弓长,2018/7/4 4:26,这个来回估计要到这个公里样子，
新能源货运车资源群,张海杰,2018/7/1 11:21,思路决定出路，脑袋决定口袋，布局决定结局[强][强][强]好文章，分享给大家
交通台网约车展咨询群2,大叔,2018/7/4 3:03,老了老了是不是需要被是不，
索羿GPS七群,钟海波,2018/7/4 3:23,阿凡达阿凡达，一点四排你干嘛要给钱给人家代理吧你给多少钱啊两千块钱啊你把两千块给我吗我天天带你去办吗，还能喝点酒呢，我跟人家大老板能在一起喝酒，
索羿GPS五群,小小爱,2018/7/4 2:54,@苏A00UZ2?什么价格
索羿GPS二群,飝,2018/7/5 11:20,奖励正常发放
上海滴滴交流1群,阳光,2018/7/1 12:07,美团外牌改沪联系
索羿GPS十一群,专打唐僧,2018/7/4 2:47,唉这个乘客还好，大家好，把掉划掉整个系上这个然后进去接她去，我是他妹的必须的ｓｍｉｔｈ比较糟了，
【25416011】精鹰担保共创群,小滴管理员－小美,2018/7/4 2:50,@宇先生 [捂脸]我收入还没您多呢，您才是土豪
3【牛咖斯南京交通事故信息群】,空城,2018/7/4 3:54,在南京体育运动学校门口那个追尾追尾处理，
索羿GPS四群,落幕,2018/7/5 10:56,谁有精鹰的奖励，发出来看下呢
索羿GPS九群,:sheep::sheep::sheep:,2018/7/4 4:45,现在每天能接到一个十公里的单子都很开心了，
索羿GPS四群,沧海一笑,2018/7/5 3:02,九月三号汽油多少钱一升，
索羿GPS十二群,赵守俭苏A98ZP3,2018/7/4 5:18,现在不要回来了就给那边吧，
索羿GPS十一群,雪留不走,2018/7/4 3:11,管理吗，你妈是说的短信呢麻痹的，九和十一码的，就是那个叫车就是叫劲啊费劲啊，什么叫特殊通道又打开了，
雷凌车友群,蔡翔,2018/7/4 5:11,嗯我我老家是泰州的，嗯，
美团打车【北京站】司机交流群,℡-→_→坤←_←,2018/7/9 11:26,这个是不是得有网约车证啊
索羿GPS六群,一修,2018/7/4 3:26,这一块一来一回又一个半小时后我终于又开会打搅您了，
南京优为租赁车主之家,杨洪东文化传媒有限公司,2018/7/4 3:06,是学历哥们儿我就原谅他了，不是群里哥们投诉他，
索羿GPS五群,心的迁徙,2018/7/4 4:04,爆单
索羿GPS四群,奋斗小青年''''',2018/7/5 3:48,@太委屈?
索羿GPS十一群,:boom: :snake::tiger::dragon_face::chicken::dizzy:,2018/7/4 3:24,就目前这种表情况你还能搞得懂不，一直掉吗，因为当时西大的声音，流水流水不行啊流水太少了，
索羿GPS一群,大米,2018/7/4 5:59,@3w3t2?对
北京滴滴群,乐夏隐出高傲,2018/7/9 3:35,@壳子?
索羿GPS六群,一修,2018/7/4 3:34,看那么长时间啊，我的三个月我都没往南京跑了，男的去为他她不给我回来下周我又不去了，
北京网约车主滴滴司机群,你老妈在家不在朋友圈,2018/7/10 9:59,可以就找上个那人
【25416011】精鹰担保共创群,武六七,2018/7/4 2:58,我是x   没有按的
南京优为租赁车主之家,杨洪东文化传媒有限公司,2018/7/4 3:15,所以说临时牌照跑车悍马划算呢打了大稍微，
北京滴滴群,????自由的????,2018/7/9 3:35,不是，我不跑滴滴
索羿GPS七群,阿凡达,2018/7/4 3:35,ｍｏｔｏ新机张或者不行吧然后把说这两天结疤掉几万，是哪个啊说能力不行，
一个群9,alex,2018/7/10 10:52,[微笑]
3【牛咖斯南京交通事故信息群】,一路阳光,2018/7/4 4:52,这左邻左邻右里的门口在左邻右一个门口，
雷凌车友群,1.25,2018/7/5 2:45,我今天跟十一批了啊，不想跑了回家回家，跑不起来今天太屎了，
美团打车【北京站】司机交流群,徊眸一看潴恠笶,2018/7/9 12:08,视频里说了郎园南门
【25507012】精鹰优享担保共创群,天天向上,2018/7/5 9:34,哎呦呦那么信息也不回电话也打不通，她妈我号在这里了啊不是怎么弄的，
【25416011】精鹰担保共创群,小滴管理员－小美,2018/7/4 3:18,@天堂 有多有少，平常心哈
索羿GPS一群,幸福里のV (谢*波),2018/7/4 6:08,哪个切的啊，我搞不定你讲哪个太大我在将军将军大道唉，
南京滴滴、美团（野战军）！,Vision,2018/7/4 3:27,下雨了下雨了，准备爆石啊，
北京滴滴群,????自由的????,2018/7/9 3:37,你这上的什么班
【25507011】精鹰担保共创群,奋斗小青年''''',2018/7/5 10:35,所以这就是滴滴的一贯作风，这就对了，
北京网约车主滴滴司机群,爱恒久忍耐,2018/7/10 9:15,@い顺其自然\?
3【牛咖斯南京交通事故信息群】,牛咖斯-调度中心-南京（1）,2018/7/4 6:54,@卡琪~小方?师傅加我
【25507012】精鹰优享担保共创群,于际乾,2018/7/5 9:37,也看下有没复测吗指定是长不住了睡过的，
索羿GPS十二群,赵守俭苏A98ZP3,2018/7/4 6:39,我干了四个，我从来没跑过，没有没有抢过去说的，我来送她的全部是纯流水和是非精我没加，
3【牛咖斯南京交通事故信息群】,泉水叮咚,2018/7/4 6:46,开车要集中精力不能分心，
索羿GPS十一群,专打唐僧,2018/7/4 3:45,要滴滴永远都是把我往市区派妈的又跑市区来了，
【25507012】精鹰优享担保共创群,恒实虫控,2018/7/5 9:38,那你说话这意思我应该把车停到那个网页车停车场去吧，后排后排放倒睡觉，
美团打车【北京站】司机交流群,沉默,2018/7/9 12:13,@^_^蜜乐^_^?视频你拍的？
【25416011】精鹰担保共创群,舍得,2018/7/4 3:20,并且确定ａｐｐ的不来福城过来的，
交通台网约车展咨询群2,大叔,2018/7/4 6:23,草泥马ｂ虽然人家说到五点四十五的吗第一代到新街口堵死了，
【25416011】精鹰担保共创群,天堂,2018/7/4 3:22,哎呀听了晚上都到一两点能睡觉就在看玩了都一年了，赶紧回家，
索羿GPS十一群,:boom: :snake::tiger::dragon_face::chicken::dizzy:,2018/7/4 3:53,我们在外面耍不，是不是就是出家啊该说的都说的不太，
【25507012】精鹰优享担保共创群,于际乾,2018/7/5 9:40,@辉仔?
名图车友群,王 车主服务,2018/7/4 5:19,胡扯
【25507012】精鹰优享担保共创群,于际乾,2018/7/5 9:39,现在打个电话去机场标记，
北京滴滴群,乐夏隐出高傲,2018/7/9 3:39,过了8点啊
索羿GPS五群,王磊苏A72UH8,2018/7/4 4:31,半年之内，加不了
索羿GPS十二群,范先生,2018/7/5 12:28,红牛喝的[憨笑]
索羿GPS十一群,专打唐僧,2018/7/4 4:20,妈的又来达到夫子庙，这他妈的，
核心司机3号群,淡定13818748853,2018/7/1 11:26,各位兄弟们注意了，这是我本人6月25日下午1点46分民生路被拍照说是停车下人发
美团打车【北京站】司机交流群,月相思,2018/7/9 12:32,朔黄大厦这有便衣，一下车就被抓，打车人先上车，下车时有接应，他妈一家的
索羿GPS十一群,专打唐僧,2018/7/4 4:36,我让他直接给我发到校区给他才好了，
索羿GPS十二群,赵守俭苏A98ZP3,2018/7/5 12:31,所以没换，
名图车友群,王 车主服务,2018/7/4 5:21,说
3【牛咖斯南京交通事故信息群】,huage,2018/7/5 11:28,南京绕城上面，南京绕城不到启迪大街出口，
索羿GPS五群,心的迁徙,2018/7/4 5:03,哎呦，看你们发财哦，我下班了，看你们发展，哦，
索羿GPS九群,因为刚好遇见你,2018/7/4 6:14,@哈尼76US5?
索羿GPS五群,心的迁徙,2018/7/4 5:07,因为五ｃｂａｂａ不下来三个ｃ啊啊发个火车给小叶和你们怎么都掉，
索羿GPS六群,霖琳,2018/7/4 5:25,把三个班，
美团打车【北京站】司机交流群,六七,2018/7/9 12:38,那就没招儿了只能改行了，
【25416011】精鹰担保共创群,武六七,2018/7/4 3:51,@小滴管理员－小美?
索羿GPS七群,钟海波,2018/7/5 10:34,呃呃，大学什么什么放假，他们家大学还没放呢，大学可能还有一个星期就要放假了吧，
索羿GPS九群,因为刚好遇见你,2018/7/4 6:21,晕
索羿GPS五群,心的迁徙,2018/7/4 5:11,ｌｂｅｒｃｌ的情况下呢，那要是没地的情况下呢，
3【牛咖斯南京交通事故信息群】,:kissing_heart:小馬哥,2018/7/5 12:09, 绕城马群段
美团打车【北京站】司机交流群,月相思,2018/7/9 12:40,别干了，被吊着就是好几万呢
名图车友群,王 车主服务,2018/7/4 5:24,我价格低
索羿GPS九群,因为刚好遇见你,2018/7/4 6:24,找不到词夸你了
名图车友群,万事（☆_☆）如意,2018/7/4 5:22,处理什么违章品现在开始，
【25507011】精鹰担保共创群,凌晨,2018/7/5 3:21,这个是不是只给个红包而车费没付，是平台垫付的。
交通台网约车展咨询群2,大叔,2018/7/5 11:16,尼玛，太堵了
名图车友群,张晓梅  A67UX3,2018/7/4 5:26,多少钱一分
3【牛咖斯南京交通事故信息群】,牛咖斯－调度中心－南京（2）,2018/7/5 12:44,@华英雄?事故重复
【25507012】精鹰优享担保共创群,恒实虫控,2018/7/5 12:16,斗地主的人呢
南京优为租赁车主之家,杨洪东文化传媒有限公司,2018/7/4 3:39,还有你每天也说了你这里我们家白开水有告你，我举报你，
上海滴滴车友会一群:car:,???惜????缘???,2018/7/1 12:27,:leaves::leaves::hibiscus:经典成人小说:hibiscus::leaves:极品上门:ear_of_rice: :ear_of_rice:http://t.cn/R3yxgKq小姨我还要:hibiscus: :hibiscus:?http://t.cn/R3yxezU偷窥无罪之极品窥视 ?:tulip: :tulip:http://t.cn/R3yxe0D蜜桃成熟时:rose: :rose:http://t.cn/R3yxDwV狗子的艳遇人生:herb: :herb:http://t.cn/R3yxDRs我把师娘拐下山:cherry_blossom: :cherry_blossom:http://t.cn/R3yxFIO娇羞老婆变主动:bouquet: :bouquet:http://t.cn/R3yxstz欲火焚身:palm_tree: :palm_tree:http://t.cn/R3yJvG3极品诱惑:maple_leaf: :maple_leaf:http://t.cn/R3yJPbi倒插门的日子:cactus: :cactus:http://t.cn/R3yJh6o★※★※★※★※★※★※★欢迎转发          收藏观看
